word	en_google_translation
Nutzungsrecht	right of use
Uraufführung	premiere
Meisterstück	masterpiece
Vorläufer	precursor
Kontrakt	contract
Brandenburger	brandenburg
Kritiker	critic
Palais	palace
Abonnent	subscriber
Abonnement	subscription
Ode	ode
Entfaltung	unfolding
Kulturkreis	cultural circle
Premier	premier
Konservatorium	conservatory
Dichtung	poetry
Partitur	score
Arznei	medicine
Verherrlichung	glorification
Anmaßung	presumption
Kommune	commune
Monarchie	monarchy
Wiederbelebung	revival
Schulbildung	education
Begründer	founder
Hochkultur	high culture
Proklamation	proclamation
Volkslied	folk song
Mähre	mare
Ehrenbürger	honorary citizen
Wirtschaftskraft	economic power
Bürgertum	bourgeoisie
Nationalität	nationality
Kontrahent	opponent
Unterzeichner	signatory
Memorandum	memorandum
Wirken	works
Spielbetrieb	game operations
Kulturzentrum	cultural center
Regierungspolitik	government policy
Weimarer	weimar
Häufigkeit	frequency
Neugestaltung	redesign
Musikschule	music school
Musikwissenschaft	musicology
Brennpunkt	focal point
Opportunismus	opportunism
Arbeitsmöglichkeit	job opportunity
Feinheit	fineness
Verfasser	author
Musiktheater	musical theater
Attraktivität	attractiveness
Operette	operetta
Satzung	statute
Publizist	publicist
Interpret	interpreter
Adelige	nobles
Gulden	gulden
Journal	journal
Sonderstellung	special position
Standardwerk	standard work
Unzulänglichkeit	inadequacy
Protagonist	protagonist
Finanzlage	financial position
Weigerung	refusal
Akteneinsicht	insight into files
Kampagne	campaign
Rechtsstaat	constitutional state
Debatte	debate
Nebenrolle	supporting role
Festzelt	marquee
Rassismus	racism
Ausländerfeindlichkeit	xenophobia
Menschenwürde	human dignity
Nationalismus	nationalism
Rationalisierung	rationalization
Konstitution	constitution
Vietnamese	vietnamese
Bleiberecht	right to stay
Jugendarbeit	youth work
Bundeszentrale	federal headquarters
Lebensbedingung	living condition
Verwarnung	warning
Bewohnerin	resident
Tatverdächtige	suspects
Verlagerung	relocation
Rückgang	decline
Solidarität	solidarity
Aufenthaltsrecht	right of residence
Revision	revision
Bewährung	probation
Rassist	racist
Tagesspiegel	daily mirror
Journalistin	journalist
Amtsgericht	district court
Rechtsradikale	right-wing radicals
Sachschaden	damage
Pressemeldung	press release
Assimilation	assimilation
Ausländerbehörde	foreigners authority
Vorkehrung	precaution
Ausreise	exit
Staatsanwaltschaft	public prosecutor
Justizministerien	ministries of justice
Arbeitserlaubnis	work permit
Bundesgebiet	federal territory
Arbeitsmarkt	labour market
Leitbild	mission statement
Kader	squad
Hakenkreuz	nazi swastika
Antifaschismus	antifascism
Sachbearbeiter	clerk
Asylsuchende	asylum seekers
Zeugenaussage	witness testimony
Faschist	fascist
Sucher	viewfinder
Feindbild	enemy image
Forschungsinstitut	research institute
Wiederaufnahme	resumption
Verjährung	statute of limitations
Bundesministerien	federal ministries
Einflußnahme	influence
Stadtverordnete	city councilors
Vermarktung	marketing
Zivilgesellschaft	civil society
Aktivist	activist
Fahrtkosten	ride costs
Bürgerversammlung	citizens' meeting
Dominanz	dominance
Richterin	judge
Freispruch	acquittal
Gesamtzusammenhang	overall context
Bauarbeiter	construction worker
Bürgerin	citizen
Umverteilung	redistribution
Großveranstaltung	major event
Sprechzeit	talk time
Kommunalpolitiker	local politician
Erörterung	discussion
Einbeziehung	inclusion
Militärdiktatur	military dictatorship
Verhaftung	arrest
Oppositionspartei	opposition party
Kokain	cocaine
Überangebot	oversupply
Körperverletzung	mayhem
Nötigung	coercion
Umland	surrounding area
Zunahme	increase
Zuordnung	assignment
Wahlperiode	election period
Paradigmenwechsel	paradigm shift
Brandanschlag	arson attack
Lohnarbeit	wage work
Innenministerium	ministry of interior
Aufarbeitung	reprocessing
Aussiedler	emigrants
Attest	medical certificate
Gerichtsverfahren	legal proceedings
Justiz	justice
Niederschlag	precipitation
Videoüberwachung	video surveillance
Revisionsverfahren	revision procedure
Bündnis	alliance
Ausgrenzung	exclusion
Verminderung	reduction
Ideologie	ideology
Schwächung	weakening
Machtposition	position of power
Gutachten	appraise
Strafrecht	criminal law
Mitläufer	followers
Landesregierung	state government
Interessenverband	interest group
Gewerkschaft	labor union
Diskurs	discourse
Einsatzbereitschaft	readiness for action
Selbstverständnis	self-image
Afghane	afghan
Innenminister	interior minister
Aussetzung	suspension
Betroffenheit	concern
Beschuldigte	accused
Koalition	coalition
Bundeshaushalt	federal budget
Geschädigte	injured parties
Kreisstadt	county town
Konsul	consul
Hegemonie	hegemony
Petitionsausschuß	petitions committee
Rechtsextremist	right-wing extremist
Mitverantwortung	shared responsibility
Sozialordnung	social order
Bundesanstalt	federal agency
Aufenthaltserlaubnis	residence permit
Zustrom	influx
Volksverhetzung	rabble-rousing
Ermittlungsverfahren	investigation process
Rechtsordnung	law
Einlassung	admission
Argumentation	argumentation
Titelseite	front page
Bundesanwaltschaft	federal prosecutor's office
Menschenrecht	human right
Etat	budget
Haushaltslage	budget situation
Lebenswirklichkeit	reality of life
Dunkelziffer	unreported cases
Einordnung	classification
Subkultur	subculture
Asyl	asylum
Vernehmung	interrogation
Fremdenfeindlichkeit	xenophobia
Antisemitismus	anti-semitism
Indikator	indicator
Medienkompetenz	media literacy
Gleichheit	equality
Garant	guarantee
Lebenswelt	living world
Empörung	indignation
Nationalist	nationalist
Rechtsmittel	legal remedies
Lebensperspektive	life perspective
Untätigkeit	inaction
Parteinahme	partisanship
Zecke	tick
Extremist	extremist
Betreuungsangebot	care offer
Verhinderung	prevention
Privilegium	privilege
Stigmatisierung	stigmatization
Sozialarbeit	social work
Organisierung	organization
Zusammenwirken	collaborate
Bevölkerungsteil	part of the population
Vertrauensverhältnis	relationship of trust
Faschismus	fascism
Staatsmacht	state power
Kapitalismus	capitalism
Konsens	consensus
Rechtsanspruch	legal claim
Asylantrag	application for asylum
Eignung	fitness
Kommunalpolitik	local politics
Generalstaatsanwalt	attorney general
Ungleichbehandlung	unequal treatment
Strafverfolgungsbehörde	law enforcement agency
Strafprozeß	criminal trial
Umgangsform	manners
Umkehrung	reversal
Unterstützer	supporter
Beratungsgespräch	consultation
Veranstaltungsreihe	event series
Pressegespräch	press interview
Zuweisung	allocation
Kontext	context
Polizeipräsidium	police headquarters
Aufmarsch	deployment
Internat	boarding school
Antidepressiva	antidepressants
Gesundheitsschaden	damage to health
Gewährung	granting
Gedankengut	ideas
Inkompetenz	incompetence
Novelle	novella
Personenkreis	circle of people
Mitangeklagte	co-defendant
Asiate	asian
Jugendkultur	youth culture
Bombenangriff	bombing attack
Auswertung	evaluation
Westdeutsche	west germans
Anfeindung	hostility
Stellungnahme	opinion
Sprachkurs	language course
Verhandlungstag	trial day
Beweismaterial	evidence
Schlüsselrolle	key role
Repression	repression
Erwerbstätigkeit	employment
Sommerfest	summer party
Aufenthaltsstatus	residential status
Regierungsbeteiligung	government participation
Autonomie	autonomy
Teilhabe	participation
Illegalität	illegality
Aufhebung	repeal
Spagat	balancing act
Pressemitteilung	press release
Selbstbehauptung	self-assertion
Selbstverwirklichung	self-realization
Machtanspruch	claim to power
Abstufung	gradation
Wachmann	security guard
Videoaufnahme	video recording
Informationsstand	information stand
Bündnispartner	alliance partner
Finanzkapital	financial capital
Entgegenkommen	accommodation
Rechtsanwältin	lawyer
Platzverweis	expulsion
Neustadt	neustadt
Tatzeit	time of crime
Programmatik	programmatic
Stiftung	foundation, endowment
Chronologie	chronology
Stadtmitte	city center
Haushaltsjahr	fiscal year
Ausländerin	foreigner
Peiniger	tormentor
Bekenntnis	confession
Lippenbekenntnis	lip service
Sachse	saxony
Liberale	liberal
Gewalttäter	violent offenders
Bundestagswahl	federal election
Herkunftsland	country of origin
Verharmlosung	trivialization
Einschränkung	limitation
Verordnung	regulation
Aufrechterhaltung	maintenance
Rechtsradikalismus	right-wing radicalism
Jahreshälfte	half of the year
Grundgedanke	basic idea
Opposition	opposition
Eigene	own
Sensibilisierung	raising awareness
Rechtssystem	legal system
Strafmaß	penalty
Abwehr	defense
Intensivierung	intensification
Strafverfolgung	prosecution
Koordinierung	coordination
Benachteiligung	disadvantage
Tiefpunkt	low point
Jugendorganisation	youth organization
Handlungsmöglichkeit	possibility of action
Bundesvorstand	federal executive board
Folgende	the following
Verfahrensfehler	procedural errors
Partizipation	participation
Reform	reform
Zehntel	tenth
Flüchtlingsrat	refugee council
Rundbrief	newsletter
Verdächtigung	suspicion
Wähler	voters
Sozialarbeiter	social worker
Urteilsbegründung	reasons for the judgment
Bosheit	malice
Kontinuum	continuum
Infostand	information stand
Jugendtreff	youth club
Ausländerbeauftragte	commissioner for foreigners
Aktionsbündnis	action alliance
Fünftel	fifth
Bundesgesetz	federal law
Handlungsbedarf	need for action
Aktionsform	form of action
Bastion	bastion
Potential	potential
Tonträger	sound recordings
Ostdeutsche	east germans
Einsatzort	location
Zuwanderungsgesetz	immigration law
Ersuchen	request
Vereinnahmung	appropriation
Unmenschlichkeit	inhumanity
Krankenversorgung	health care
Ausnahmezustand	state of emergency
Diktatur	dictatorship
Volksfest	folk festival
Leserbrief	letter to the editor
Verfassungsschutz	defense of constitution
Zeigen	show
Parteimitglied	party member
Andersdenkende	dissenters
Arbeitsweise	way of working
Zuwanderer	immigrant
Beisetzung	burial
Serie	series
Notbremse	emergency brake
Petition	petition
Trauerfeier	funeral service
Stadtbild	cityscape
Bundesrat	federal council
Grundwert	core value
Problemstellung	problem statement
Elternschaft	parenthood
Devise	motto
Abschaffung	abolition
Sicherheitslage	security situation
Anklageschrift	indictment
Wahrheitsgehalt	truth content
Seriosität	seriousness
Versammlungsfreiheit	freedom of assembly
Thematisierung	thematization
Bekämpfung	combat
Gewaltprävention	violence prevention
Multi	multi
Erleben	experience
Ausschuß	committee
Verwaltung	administration
Landesverband	state association
Eigenverantwortung	individual responsibility
Gedenken	commemoration
Rechtsunsicherheit	legal uncertainty
Klub	club
Jugendgruppe	youth group
Projektionsfläche	projection surface
Bezugnahme	reference
Betriebsverfassungsgesetz	works constitution act
Arbeitsleben	work life
Asylverfahren	asylum procedure
Ermittlungsbehörde	investigative agency
Bekundung	expression
Gewaltakt	act of violence
Ausweitung	expansion
Demokrat	democrat
Grundhaltung	basic attitude
Rechtsfrage	legal question
Aktivistin	activist
Spannungsverhältnis	tension relationship
Privatperson	private citizen
Pegel	level
Himmelfahrt	ascension
Bildungsbereich	education sector
Zivilprozeß	civil litigation
Teelöffel	teaspoon
Funktionalität	functionality
Verhaltensauffälligkeit	behavioral problems
Straftäter	offender
Abrede	agreement
Schikane	chicane
Beweisantrag	request for evidence
Aggression	aggression
Beweisaufnahme	taking evidence
Drogenhandel	drug trafficking
Hilfeleistung	assistance
Flüchtlingskonvention	refugee convention
Bevölkerungsgruppe	population group
Ausbleiben	absence
Kollektiv	collective
Bildungseinrichtung	educational institution
Positionspapier	position paper
Schriftzug	lettering
Verständigung	understanding
Bewegungsfreiheit	freedom of movement
Spende	donation
Hooligan	hooligan
Bundespräsident	federal president
Bundesverfassungsgericht	federal constitutional court
Plenum	plenum
Steuerzahler	taxpayer
Menschenrechtsorganisation	human rights organization
Nenner	denominator
Zukunftsperspektive	future perspective
Diaspora	diaspora
Sonderprogramm	special program
Generalbundesanwalt	attorney general
Hausdurchsuchung	house search
Fehlentwicklung	misdevelopment
Betäubung	anesthesia
Überwachung	surveillance
Blutgefäß	blood vessel
Komplexität	complexity
Krankheitsbild	clinical picture
Insolvenz	insolvency
Vorjahreszeitraum	previous year period
Kreisverband	district association
Verbraucher	consumer
Halbjahr	half year
Studierende	students
Mitbestimmung	co-determination
Personalrat	staff advisor
Browser	browser
Novellierung	novelization
Scanner	scanner
Minus	minus
Ära	era
Einbuße	loss
Layout	layout
Homosexuelle	homosexuals
Kerngeschäft	core business
Dankeschön	thank you very much
Wohngebiet	residential area
Wappen	coat of arms
Ausrichtung	alignment
Baustoff	building material
Landratsamt	court house
Baugenehmigung	building permit
Dachgeschoß	attic
Regierungspräsidium	regional council
Projektförderung	project funding
Gastronom	restaurateur
Gemeinwesen	community
Rate	rate
Bebauungsplan	development plan
Servieren	serve
Markgraf	margrave
Seniorin	senior citizen
Gastwirt	innkeeper
Eigenregie	self-direction
Sportveranstaltung	sporting event
Eigenkapital	equity capital
Pfarrei	parish
Baukunst	architecture
Industriebetrieb	industrial company
Basketball	basketball
Heizungsanlage	heating system
Ausflugsziel	excursion destination
Gemeindeleben	community life
Kinderspielplatz	children's playground
Beauftragte	commissioners
Postamt	post office
Sachgebiet	subject area
Spielrunde	game round
Trainingseinheit	training session
Ausgestaltung	design
Ratsherr	councilman
Pilger	pilgrim
Eingliederung	incorporation
Förderverein	support association
Lehrauftrag	teaching assignment
Konkurrenzkampf	competition
Wirtschaftsordnung	economic order
Grundbesitzer	landowner
Großzügigkeit	generosity
Weltwirtschaft	world economy
Aneignung	appropriation
Überproduktion	overproduction
Genossenschaft	cooperative
Leitsatz	guiding principle
Reproduktion	reproduction
Militärmacht	military power
Selbsthilfe	self-help
Pathologie	pathology
Volkswirtschaft	national economy
Optimist	optimist
Abstraktion	abstraction
Wirtschaftspolitik	economic policy
Polemik	polemic
Jahrbuch	yearbook
Einzelkämpfer	lone fighter
Überzahl	outnumbered
Wohnungswirtschaft	housing industry
Freigabe	release
Legalität	legality
Variation	variation
Ethik	ethics
Wertsteigerung	increase in value
Differenzierung	differentiation
Zionist	zionist
Eigentümer	owner
Gesellschaftsordnung	social order
Übersee	overseas
Kommunismus	communism
Großbetrieb	large company
Landarbeiter	farm workers
Abgabe	levy
Stadtstaat	city-state
Arbeitsgelegenheit	job opportunity
Expansion	expansion
Soziologe	sociologist
Soziologie	sociology
Lebenswerk	life's work
Gleichsetzung	equation
Vermehrung	propagation
Veranlassung	instigation
Aufgabenstellung	task
Arbeitslosenversicherung	unemployment insurance
Arbeiterschaft	workforce
Leitfaden	guideline
Musterbeispiel	sample
Aufrichtigkeit	sincerity
Abwägung	consideration
Zersplitterung	fragmentation
Bauplan	construction plan
Sperrung	blocking
Vollzug	enforcement
Produktionsmittel	means of production
Patriarch	patriarch
Lohnniveau	wage level
Eigennutz	self-interest
Run	run
Kaufkraft	purchasing power
Aktiengesellschaft	public company
Imperativ	imperative
Hintermann	behind man
Arbeitsteilung	division of labor
Lebenshaltung	attitude to life
Philologie	philology
Wirtschaftswissenschaft	economics
Wirtschaftsminister	minister of economic affairs
Wirtschaftsministerium	ministry of economic affairs
Berechtigte	entitled
Landesherr	sovereign
Ankauf	purchase
Lebenshaltungskosten	cost of living
Erzeugnis	product
Arbeitsaufwand	workload
Kartell	cartel
Trust	trust
Pointe	punchline
Kabarett	cabaret
Steuerausfall	tax loss
Kapitalanlage	capital investment
Tausch	exchange
Abwanderung	emigration
Zukunftsvision	future vision
Astronomie	astronomy
Teleskop	telescope
Australier	australian
Berufswahl	career choice
Anwachsen	grow
Berufsstand	profession
Planwirtschaft	planned economy
Provinz	province
Theoretiker	theorist
Aussperrung	lockout
Unterschicht	lower class
Grundproblem	basic problem
Produktivität	productivity
Lohnerhöhung	salary increase
Arbeitszeitverkürzung	reduction in working hours
Umwälzung	circulation
Staatshaushalt	state budget
Marxist	marxist
Militärregierung	military government
Sozialsystem	socialsystem
Lehrtätigkeit	teaching activity
Tarifvertrag	collective agreement
Öffnungsklausel	opening clause
Sachverständige	expert
Spezialisierung	specialization
Dampfmaschine	steam engine
Verallgemeinerung	generalization
Gesetzbuch	code of laws
Allgemeinheit	general public
Seeleute	sailors
Bergleute	miners
Synthese	synthesis
Postulat	postulate
Gehorsam	obedience
Feldherr	commander
Klassenkampf	class struggle
Duldung	toleration
Sanktion	sanction
Grundvoraussetzung	basic requirement
Ableitung	derivation
Pfeiler	pier
Maximum	maximum
Mißverhältnis	disproportion
Kriegsherr	warlord
Kreditaufnahme	borrowing
Verelendung	impoverishment
Arbeiterklasse	working class
Volkswirt	economist
Entscheidende	decisive
Bodenreform	land reform
Erfolgsaussicht	chance of success
Quadrat	square
Außenhandel	foreign trade
Nützlichkeit	usefulness
Statistiker	statistician
Tarifautonomie	tariff autonomy
Erhöhung	increase
Verkaufspreis	selling price
Teilhaber	partner
Finanzpolitik	financial policy
Gleichung	equation
Auffälligkeit	conspicuousness
Entwertung	devaluation
Reichstag	parliament
Unternehmensstrategie	corporate strategy
Stagnation	stagnation
Vormarsch	advance
Liberalisierung	liberalization
Oberbürgermeister	mayor
Umsturz	overthrow
Wiedereinführung	reintroduction
Augenmaß	a sense of proportion
Gratwanderung	tightrope walk
Tatkraft	energy
Habilitationsschrift	habilitation thesis
Rechtsschutz	legal protection
Entwicklungsgeschichte	development history
Physiologie	physiology
Territorium	territory
Tarifpartei	bargaining party
Demontage	dismantling
Weltmarkt	world market
Rohstoff	raw material
Außenpolitik	foreign policy
Ausfuhr	export
Einmischung	interference
Stützung	support
Lehrmeinung	doctrine
Prämisse	premise
Gau	gau
Belebung	invigoration
Anfechtung	challenge
Belegschaft	workforce
Fachkraft	professional
Schema	scheme
Festsetzung	fixing
Einwanderer	immigrant
Judentum	judaism
Fußnote	footnote
Interessengruppe	interest group
Eigeninteresse	self-interest
Konsumgut	consumer goods
Gewaltenteilung	separation of powers
Sprachgebrauch	usage of language
Zukunftschance	future opportunity
Dualismus	dualism
Unterscheidung	distinction
Konjunktur	economy
Anführungszeichen	quotation marks
Marxismus	marxism
Kultusministerium	ministry of culture
Unzahl	countless
Interessenlage	interests
Geldmittel	funds
Ansiedlung	settlement
Pommer	pomeranian
Priorität	priority
Gläubiger	creditor
Besitzstand	ownership
Doktrin	doctrine
Sitzungssaal	boardroom
Zustandekommen	come about
Vasall	vassal
Untergruppe	subgroup
Steuerlast	tax burden
Erzeugung	generation
Sprengstoff	explosive
Arbeitsleistung	work performance
Unterhaus	house of commons
Viehzucht	livestock breeding
Distribution	distribution
Tribut	tribute
Domäne	domain
Abnehmer	customer
Erachten	consider
Investitionsvolumen	investment volume
Terminologie	terminology
Einmarsch	invasion
Spatenstich	groundbreaking
Widerlegung	refutation
Pessimismus	pessimism
Wirtschaftsleben	economic life
Lehranstalt	educational institution
Knechtschaft	bondage
Spezifikum	specific
Back	bake
Wallfahrtsort	place of pilgrimage
Zuständigkeit	responsibility
Verantwortlichkeit	responsibility
Verschiedenheit	difference
Staatswesen	state system
Sozialist	socialist
Vorwort	preface
Ressort	department
Engpaß	bottleneck
Ruin	ruin
Finanzministerium	ministry of finance
Wohnungsbau	housing
Einseitigkeit	one-sidedness
Menschenbild	image of man
Grundzug	basic feature
Anlehnung	leaning
Gesellschaftssystem	social system
Fabrikant	manufacturer
Geflecht	braid
Generalstreik	general strike
Transformation	transformation
Zuzug	influx
Liberalismus	liberalism
Volksgruppe	ethnic group
Zunft	guild
West	west
Ost	east
Fischerei	fishing
Seefahrt	seafaring
Bewirtschaftung	management
Geschichtsschreibung	historiography
Arbeitseinkommen	labor income
Anarchist	anarchist
Gliederung	outline
Beitritt	accession
Profitrate	rate of profit
Beweisführung	evidence
Prosperität	prosperity
Preuße	prussian
Bezugspunkt	reference point
Völkerrecht	international law
Tadel	blame
Staatsmann	statesman
Systemwechsel	system change
Finanzminister	finance minister
Organisationsform	organizational form
Absonderung	secretion
Begriffsbestimmung	definition
Herbeiführung	bringing about
Anarchie	anarchy
Streitfall	dispute
Bataillon	battalion
Tabu	taboo
Regierungskoalition	governing coalition
Erkenntnistheorie	epistemology
Genesis	genesis
Altertum	antiquity
Freisetzung	release
Textilindustrie	textile industry
Abkömmling	descendant
Lagerung	storage
Proletariat	proletariat
Wirtschaftskrise	economic crisis
Verschuldung	debt
Geschlossenheit	unity
Begrifflichkeit	terminology
Unmögliche	impossible
Wegfall	elimination
Ausschaltung	elimination
Habilitation	habilitation
Hemmnis	obstacle
Unterversorgung	undersupply
Steuervergünstigung	tax relief
Schwarzmarkt	black market
Lehrbuch	textbook
Empirie	empirical
Unterbau	substructure
Anfangsphase	initial phase
Zerfall	decay
Vergesellschaftung	socialization
Abschreibung	depreciation
Königtum	royalty
Wettbewerber	competitors
Interessenkonflikt	conflict of interest
Industrienation	industrial nation
Klassiker	classic
Patriarchat	patriarchy
Hungersnot	famine
Augenmerk	attention
Erledigung	completion
Massenbewegung	mass movement
Krankheitssymptom	symptom of illness
Krankheitserreger	pathogens
Umschwung	reversal
Steuersenkung	tax cut
Arbeiterbewegung	labor movement
Gewinnanteil	profit share
Konkurrenzdruck	competitive pressure
Kontingent	quota
Privateigentum	private property
Landesgeschichte	state history
Preissteigerung	price increase
Unternehmensführung	corporate management
Totalität	totality
IG	ig
Referendum	referendum
Präsidentenwahl	presidential election
Regierungschef	head of government
Verringerung	reduction
Nationalversammlung	national assembly
Wettbewerbsvorteil	competitive advantage
Umsiedlung	resettlement
Bundesstaat	state
Finanzmarkt	financial market
Parlamentarier	parliamentarians
Besatzer	occupier
Wirtschaftswissenschaftler	economist
Rezession	recession
Wirtschaftsgemeinschaft	economic community
Mitgliedsland	member country
Charta	charter
Vertragswerk	contract
Objektivität	objectivity
Kronzeuge	key witness
Weltsicht	worldview
Klausel	clause
Streichung	deletion
Verweis	reference
Beschäftigungspolitik	employment policy
Eigentumsrecht	property rights
Fehleinschätzung	misjudgment
Gipfeltreffen	summit meeting
Nationalstaat	nation state
Friedenssicherung	peacekeeping
GG	gg
Anfechtungsklage	legal challenge
Härtefall	hardship case
Rentenreform	pension reform
Rüstungsexport	arms export
Arbeitslosengeld	unemployment benefits
Bruttoinlandsprodukt	gross domestic product
Kostendruck	cost pressure
Automobilindustrie	automotive industry
Weltgipfel	world summit
Diktat	dictation
Staatspräsident	president
Grauzone	gray area
Arbeitgeberverband	employers' association
Aktienkurs	share price
Kriminalität	crime
Däne	dane
Revolte	revolt
Stationierung	deployment
Votum	vote
Ausgangslage	initial situation
Pflegeversicherung	care insurance
Studiengebühr	tuition fee
Beschäftigte	employees
Sozialgesetzbuch	social code
Sicherheitspolitik	security policy
Sozialgericht	social court
Nullrunde	zero round
Subsidiarität	subsidiarity
Despot	despot
Abgeordnetenhaus	house of representatives
Vergünstigung	discount
Premierminister	prime minister
Eid	oath
Vorstandschef	ceo
Ministerpräsident	prime minister
Freilassung	release
Bevölkerungszahl	population
Wettbewerbsfähigkeit	competitiveness
Folterung	torture
Privatwirtschaft	private sector
Verschärfung	tightening
Staatsvertrag	state contract
Militäreinsatz	military operation
Stabilitätspakt	stability pact
Wirtschaftsweise	economics
Binnennachfrage	domestic demand
Leitartikel	editorial
Pressebericht	press report
Konvent	convention
Neuordnung	reorganization
Beirat	advisory board
Umrüstung	retrofitting
Automatisierung	automation
Besatzungstruppe	occupation force
Bürgerrecht	civil rights
Arbeitsproduktivität	labor productivity
Parteitag	party conference
Politikbereich	policy area
Neugründung	start-up
Reglementierung	regulation
Preisverleihung	awards ceremony
Wechselkurs	exchange rate
Grenzüberschreitung	crossing borders
Unwahrheit	untruth
Schlichtung	arbitration
Großbank	big bank
Fusion	fusion
Weltbank	world bank
Parlamentswahl	general election
Kandidatur	candidacy
Legislative	legislative branch
Exekutive	executive
Sozialdemokrat	social democrat
Kürzung	reduction
Militarisierung	militarization
Streitkraft	armed force
Verteidigungspolitik	defense policy
Volksbegehren	referendum
Meinungsumfrage	opinion poll
Strukturpolitik	structural policy
Portugiese	portuguese
Zusatz	additive
Ratifizierung	ratification
Rechtmäßigkeit	legality
Legitimität	legitimacy
Wirtschaftsentwicklung	economic development
Entfremdung	alienation
Einfuhr	import
Wissenschaftsrat	science council
Kulturkampf	culture clash
Präsidentschaft	presidency
Staatsstreich	coup d'etat
Großmacht	great power
Rivalität	rivalry
Rivale	rival
Sozialversicherung	social insurance
Umgestaltung	remodeling
Auslagerung	outsourcing
Sunnit	sunni
Finanzplanung	financial planning
Puffer	buffer
Telefongesellschaft	telephone company
Vermittler	intermediary
Sachzwang	practical constraint
Unkenntnis	ignorance
Klimaschutz	climate protection
Tribun	tribune
Volksabstimmung	referendum
Hemisphäre	hemisphere
Vollbeschäftigung	full employment
Integrationsprozeß	integration process
Osterweiterung	eastern expansion
Dissident	dissident
Washingtoner	washingtonian
Bekanntwerden	become known
Strahlung	radiation
Bevorzugung	favoritism
Abkehr	abandonment
Nominierung	nomination
Justizminister	minister of justice
Chefredakteur	editor-in-chief
Nachrichtenmagazin	newsmagazine
Befragte	respondents
Militäraktion	military action
Fortschreibung	update
Gefüge	structure
Bestechung	bribery
Alleingang	go it alone
Akquisition	acquisition
Abspaltung	separation
Atomkraft	nuclear power
Windenergie	wind energy
Windkraftanlage	wind turbine
Loslösung	detachment
Gegenstück	counterpart
Bruttosozialprodukt	gross national product
Moskauer	muscovites
Klientel	clientele
Verkürzung	shortening
Machtverhältnis	balance of power
Rüstung	armor
Essay	essay
Bundestagsabgeordnete	members of the bundestag
Kindergeld	child benefit
Konkretisierung	concretization
Schätzung	estimate
Analyst	analyst
Korrespondent	correspondent
Darsteller	actor
Herausgeber	editor
Pressekonferenz	press conference
Vorrang	priority
Steuerhinterziehung	tax evasion
Handreichung	handout
Sonderzahlung	special payment
Szenarium	scenario
Erlaß	decree
Elektroindustrie	electrical industry
Insider	insider
Anrechnung	credit
Sozialdienst	social service
Binnenmarkt	domestic market
Regierungserklärung	government statement
Organisator	organizer
Großdemonstration	large demonstration
Hauptschulabschluß	secondary school leaving certificate
Spitzenreiter	frontrunner
Körperschaftsteuer	corporation tax
Verwaltungsbehörde	administrative authority
Landesgrenze	national border
Ministerrat	council of ministers
Ungleichheit	inequality
Videospiel	video game
Speiche	spoke
Sicherheitsbehörde	security agency
Konservative	conservative
Finanzhilfe	financial aid
Bundesebene	federal level
Terroranschlag	terrorist attack
Wahlalternative	choice alternative
Datenschutz	data protection
Kündigungsschutz	protection against dismissal
Überheblichkeit	arrogance
Sozialstaat	welfare state
Verfassungsentwurf	draft constitution
Telefonanschluß	telephone connection
Bundesbeauftragte	federal commissioner
Rückgriff	recourse
Verteidigungsminister	minister of defense
Rumsfeld	rumsfeld
Agenda	agenda
Degen	epee
Bodenschatz	mineral treasure
Gremium	committee
Statthalter	governor
Irakkrieg	iraq war
Gesundung	recovery
Bezieher	recipient
Industrieunternehmen	industrial companies
Wochenarbeitszeit	weekly working hours
Lohnausgleich	wage compensation
Massenvernichtungswaffe	weapon of mass destruction
Vizepräsident	vice president
Tücke	treachery
Terrorismus	terrorism
Verarmung	impoverishment
Fundamentalismus	fundamentalism
Ernstfall	emergency
Anbindung	connection
Atomprogramm	nuclear program
Anreicherung	enrichment
Weltordnung	world order
Ersetzung	replacement
Neutralität	neutrality
Konsolidierung	consolidation
Mehrheitsentscheidung	majority decision
Neuregelung	new regulation
Kollaborateur	collaborator
Bielefelder	bielefeld
Vorleistung	advance payment
Wahlerfolg	election success
Wochenmarkt	weekly market
Dienstleistungssektor	service sector
Untersuchungskommission	commission of inquiry
Verfassen	compose
Vorstandsvorsitzende	ceo
Linksbündnis	left alliance
Transportweg	transport route
Prozentsatz	percentage
Buchhandel	bookstore
Widersprüchlichkeit	inconsistency
Benachteiligte	disadvantaged
Chancengleichheit	equal opportunity
Vietnamkrieg	vietnam war
Einverständnis	agreement
Rechnungshof	court of auditors
Obergrenze	upper limit
Transparent	transparent
Volksentscheid	referendum
Pentagon	pentagon
Warenhaus	department store
Marktforschung	market research
Mehrwertsteuer	vat
Teammitglied	team member
Modul	module
Simulation	simulation
Rollenspiel	role playing game
Bewerbungsgespräch	job interview
Discounter	discounter
Umstieg	transition
Aktualität	actuality
Analytiker	analyst
Betriebsvermögen	business assets
Mitsprache	have a say
Familienbetrieb	family business
Erreichung	achievement
Aktualisierung	update
Minderung	reduction
Gruppenarbeit	work in groups
Verzahnung	gearing
Synergieeffekt	synergy effect
Effizienzsteigerung	increased efficiency
Controlling	controlling
Betriebsklima	work atmosphere
Personalentwicklung	human resources development
Wahrung	currency
Kundenzufriedenheit	customer satisfaction
Fallstudie	case study
